Suburb,Location [Deg],Distance to CBD [km],Price [$],Venue #1,Venue #2,Venue #3,Venue #4,Venue #5,Venue #6,Venue #7,Venue #8,Venue #9,Venue #10
Westleigh,"(-33.715, 151.0677778)",20.73917699203585,"1,377,000",Park,Chinese Restaurant,Music Venue,Bike Trail,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Croydon Park,"(-33.8975316, 151.1024641)",11.561618721270325,"1,363,200",Chinese Restaurant,Indonesian Restaurant,Cafe,Malay Restaurant,Grocery Store,Fast Food Restaurant,Coffee Shop,Italian Restaurant,Pizza Place,Sandwich Place
Carlingford,"(-33.7744947, 151.0475215)",18.000020206092113,"1,360,800",Park,Cafe,Residential Building (Apartment / Condo),Vietnamese Restaurant,Gym,Supermarket,Moving Target,Flower Shop,Bakery,Indian Restaurant
Pennant Hills,"(-33.7384663, 151.0716639)",18.609854477727577,"1,354,900",Japanese Restaurant,Pharmacy,Shop & Service,Cafe,Art Gallery,Convenience Store,Fast Food Restaurant,Hotel Bar,Zoo Exhibit,Flower Shop
Wagstaffe,"(-33.5228506, 151.3416957)",38.60825582407696,"1,345,700",Cafe,Park,Scenic Lookout,Thai Restaurant,Italian Restaurant,Theme Park Ride / Attraction,Bar,Boat or Ferry,Pier,Theme Park
Gymea Bay,"(-34.0522918, 151.0970783)",24.526727886076344,"1,345,200",Cafe,Platform,Gym,Dessert Shop,Park,Chinese Restaurant,Supermarket,Greek Restaurant,Thai Restaurant,Pub
Zetland,"(-33.9076623, 151.2082183)",5.911065631135827,"1,334,000",Park,Pizza Place,Fish & Chips Shop,Golf Course,Shoe Store,Fast Food Restaurant,Gym / Fitness Center,Paper / Office Supplies Store,Sporting Goods Shop,Restaurant
Homebush West,"(-33.8619802, 151.0665026)",13.898899003178744,"1,332,500",Sports Club,Skate Park,Outdoors & Recreation,Cafe,French Restaurant,Fried Chicken Joint,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Frozen Yogurt Shop
Botany,"(-33.947829, 151.1990644)",10.441707891939263,"1,329,900",Park,Cafe,Scenic Lookout,Whisky Bar,Theater,Thai Restaurant,Pool,Trail,Tennis Court,French Restaurant
Brookvale,"(-33.7628854, 151.2707024)",11.366829473786009,"1,322,700",Park,Beach,Pub,Sports Club,Seafood Restaurant,Soccer Stadium,Other Nightlife,Scenic Lookout,Fish & Chips Shop,Golf Course
Kyeemagh,"(-33.9492195, 151.1607373)",11.670684171901474,"1,318,300",Italian Restaurant,Cafe,Park,Neighborhood,Pub,Fried Chicken Joint,Flea Market,Frozen Yogurt Shop,Field,Filipino Restaurant
Alfords Point,"(-33.9839091, 151.0241615)",22.83036148825817,"1,314,900",Beach,Cafe,Sports Bar,Tour Provider,Burger Joint,Bus Station,Park,Historic Site,Trail,History Museum
Grays Point,"(-34.0591451, 151.0786995)",25.99626869562648,"1,306,000",Lebanese Restaurant,Supermarket,Train Station,Pizza Place,Fast Food Restaurant,Park,Paper / Office Supplies Store,Theater,Middle Eastern Restaurant,Indonesian Restaurant
Sylvania Waters,"(-34.0185844, 151.11228)",20.560713491505414,"1,302,400",Baseball Field,Korean Restaurant,Shopping Mall,Cafe,Food & Drink Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Meadowbank,"(-33.8174993, 151.0884249)",12.552639783194161,"1,302,300",Cafe,Pizza Place,Bakery,Park,Supermarket,Gym,Chinese Restaurant,Harbor / Marina,Beer Garden,Middle Eastern Restaurant
Vineyard,"(-33.6483333, 150.8677778)",39.60040778664113,"1,300,000",Cafe,Golf Course,Chinese Restaurant,Asian Restaurant,Zoo Exhibit,Food & Drink Shop,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Kurnell,"(-34.0222379, 151.1880555)",18.755356092362888,"1,292,500",Sandwich Place,Cafe,Chinese Restaurant,Farmers Market,Bakery,Fish & Chips Shop,Pizza Place,Convenience Store,Park,Bus Station
Como,"(-34.0032179, 151.0631257)",21.72437418679479,"1,291,100",Italian Restaurant,Lake,Chinese Restaurant,Beer Garden,Hotel,Lounge,Gym,Food Truck,Fast Food Restaurant,Football Stadium
Illawong,"(-33.9973348, 151.0429726)",22.521427742964978,"1,288,000",Cafe,Park,Coffee Shop,Italian Restaurant,Bar,Gym,Japanese Restaurant,Juice Bar,Seafood Restaurant,Thai Restaurant
Normanhurst,"(-33.7238649, 151.0977351)",18.216964770303125,"1,287,000",Cafe,Italian Restaurant,Pub,Thai Restaurant,Japanese Restaurant,Park,Supermarket,Coffee Shop,Farmers Market,Malay Restaurant
Bonnet Bay,"(-34.0101087, 151.053572)",22.8802257534079,"1,282,000",Platform,Train Station,Concert Hall,Food & Drink Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Mascot,"(-33.9289562, 151.1951782)",8.455906507375419,"1,279,800",Cafe,Pub,Pizza Place,Portuguese Restaurant,Park,Liquor Store,Grocery Store,Train Station,Bus Station,Bar
St Peters,"(-33.9159472, 151.176332)",7.7300962167179526,"1,274,900",Cafe,Fast Food Restaurant,Platform,Park,Coffee Shop,Supermarket,Japanese Restaurant,Liquor Store,Gym,Bookstore
Oyster Bay,"(-34.0032775, 151.0812354)",20.675894333776434,"1,271,000",Cafe,Park,Vietnamese Restaurant,Korean Restaurant,Garden,Pizza Place,General Entertainment,Filipino Restaurant,Chinese Restaurant,Fast Food Restaurant
Bardwell Park,"(-33.9355556, 151.1238889)",12.39007787141728,"1,263,300",Boat or Ferry,Harbor / Marina,Pool,Athletics & Sports,Zoo Exhibit,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Beverley Park,"(-33.9787995, 151.1316285)",15.832240547670741,"1,262,900",Cafe,Park,Pub,Italian Restaurant,Liquor Store,Malay Restaurant,Gym / Fitness Center,Bakery,Soccer Field,Event Space
Maianbar,"(-34.0783413, 151.1303571)",26.03942037170808,"1,251,200",Park,Pizza Place,French Restaurant,Coffee Shop,Golf Course,Convenience Store,Cafe,Flower Shop,Field,Filipino Restaurant
Lugarno,"(-33.9823958, 151.0450193)",21.250361809700802,"1,246,100",Cafe,Park,River,Seafood Restaurant,Bus Station,Bar,Playground,Bakery,Pizza Place,Grocery Store
North Rocks,"(-33.7713052, 151.020996)",20.32966181192945,"1,242,600",Golf Course,Park,Supermarket,Asian Restaurant,Beach,Cafe,Pizza Place,Italian Restaurant,Food Truck,Flower Shop
Rydalmere,"(-33.8117088, 151.0411702)",16.914965660982915,"1,242,500",Cafe,Fast Food Restaurant,Coffee Shop,Shopping Mall,Supermarket,Gym,Sandwich Place,Lebanese Restaurant,Department Store,Convenience Store
Pearl Beach,"(-33.5413889, 151.3075)",35.77440678699062,"1,241,600",Light Rail Station,Museum,Train Station,Gym,Athletics & Sports,Basketball Court,Fountain,Flower Shop,Field,Filipino Restaurant
Harris Park,"(-33.8224029, 151.0117558)",19.28476232820622,"1,235,300",Harbor / Marina,Beer Garden,Golf Course,Construction & Landscaping,Park,Pier,Zoo Exhibit,Flower Shop,Filipino Restaurant,Financial or Legal Service
Waterloo,"(-33.9002762, 151.2073137)",5.112900706366784,"1,233,500",Scenic Lookout,Trail,Beach,Zoo Exhibit,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Clemton Park,"(-33.9258322, 151.1029075)",13.129043566126928,"1,228,700",Deli / Bodega,Cafe,Bakery,Park,Grocery Store,Seafood Restaurant,Flea Market,Frozen Yogurt Shop,Field,Filipino Restaurant
Newington,"(-33.8342301, 151.0558716)",15.036709322316813,"1,225,500",Park,Fast Food Restaurant,Sandwich Place,Shopping Mall,Pet Store,Pharmacy,Pizza Place,Zoo Exhibit,Fish Market,Field
Hillsdale,"(-33.9529465, 151.2274123)",10.931817545746043,"1,225,000",Platform,Golf Course,Train Station,Farm,French Restaurant,Flea Market,Fast Food Restaurant,Field,Filipino Restaurant,Frozen Yogurt Shop
Killcare Heights,"(-33.5231782, 151.3730069)",39.54461142773727,"1,224,600",Fast Food Restaurant,Platform,Train Station,Fish & Chips Shop,Gym,Shopping Mall,Office,Food & Drink Shop,Sandwich Place,Supermarket
Liberty Grove,"(-33.8413889, 151.0838889)",12.358806038153501,"1,223,300",Cafe,Department Store,Clothing Store,Supermarket,Malay Restaurant,Thai Restaurant,Coffee Shop,Chinese Restaurant,Multiplex,Sandwich Place
Bexley North,"(-33.9425365, 151.1152081)",13.504463628979705,"1,218,400",Cafe,Campground,Trail,Harbor / Marina,Zoo Exhibit,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Tempe,"(-33.9247552, 151.1647529)",9.113446704517267,"1,214,500",Cafe,Bus Station,Golf Course,Athletics & Sports,Other Great Outdoors,Beach,Pier,Burger Joint,Park,Fried Chicken Joint
Penshurst,"(-33.9648292, 151.0849525)",17.22820547456589,"1,213,800",Cafe,Beach,Bar,Coffee Shop,Ice Cream Shop,Bakery,Pub,Asian Restaurant,Seafood Restaurant,Mexican Restaurant
Telopea,"(-33.7939218, 151.0409442)",17.595707030966015,"1,213,000",Park,Fast Food Restaurant,Shopping Mall,Gas Station,Supermarket,Thai Restaurant,Cafe,Golf Course,Pet Store,Liquor Store
Beverly Hills,"(-33.9497444, 151.0817342)",16.31349181507464,"1,210,900",Gas Station,Construction & Landscaping,Food Court,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market,Flower Shop
Rockdale,"(-33.9542619, 151.1403655)",13.084266822050008,"1,206,500",Chinese Restaurant,Fast Food Restaurant,Pub,Lake,Train Station,Australian Restaurant,Shopping Mall,Thrift / Vintage Store,Burmese Restaurant,Stadium
Kellyville,"(-33.7158272, 150.954993)",28.70644234967597,"1,201,700",Cafe,Pizza Place,Bakery,Supermarket,Convenience Store,Thai Restaurant,Shopping Mall,Burger Joint,Mexican Restaurant,Park
Arncliffe,"(-33.938236, 151.145508)",11.343793380229386,"1,190,800",Cafe,Vietnamese Restaurant,Bakery,Coffee Shop,Thai Restaurant,Gym,Greek Restaurant,Brewery,Bar,Grocery Store
Beaumont Hills,"(-33.6997222, 150.9405556)",30.805799094339203,"1,185,800",Bus Station,Park,Gym,Bar,Gas Station,Supermarket,Football Stadium,Cafe,Financial or Legal Service,Fish & Chips Shop
Belfield,"(-33.9045165, 151.0860013)",13.268277490757887,"1,185,300",Hotel,Cafe,Bakery,Thai Restaurant,Coffee Shop,Gym,Grocery Store,Sports Bar,Souvlaki Shop,Indonesian Restaurant
Kingsgrove,"(-33.9371844, 151.0996523)",14.149061687864265,"1,181,900",Bakery,Bus Station,Cafe,Supermarket,Restaurant,Pizza Place,Convenience Store,Dog Run,Shipping Store,Gas Station
Strathfield South,"(-33.8966667, 151.0788889)",13.547532644393634,"1,178,500",Lebanese Restaurant,Pizza Place,Bus Station,Rental Car Location,Soccer Field,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Waitara,"(-33.7094453, 151.1055581)",19.117753346558253,"1,178,100",Cafe,Park,Coffee Shop,Bar,Gym,Italian Restaurant,Juice Bar,Bakery,Japanese Restaurant,Indian Restaurant
South Hurstville,"(-33.9777213, 151.1060554)",17.031721578892473,"1,175,600",Park,Grocery Store,Playground,Cafe,Lebanese Restaurant,Pier,Shopping Mall,Motel,Coffee Shop,Train Station
Wentworth Point,"(-33.8268958, 151.0774351)",13.234552669873299,"1,173,600",Fast Food Restaurant,Pier,Shopping Mall,Gym,Cafe,Athletics & Sports,Park,Field,Filipino Restaurant,Financial or Legal Service
Bexley,"(-33.9523543, 151.1181427)",14.132551205499064,"1,172,300",Supermarket,Grocery Store,Fast Food Restaurant,Department Store,Pharmacy,Cafe,Shopping Mall,Sushi Restaurant,Gym,Thai Restaurant
Ermington,"(-33.8101156, 151.0600559)",15.302586960175324,"1,170,700",Fast Food Restaurant,Supermarket,Pizza Place,Cafe,Bar,Food Court,Australian Restaurant,Thai Restaurant,Big Box Store,Health Food Store
Kogarah,"(-33.968226, 151.1354509)",14.64115029657859,"1,165,900",Fast Food Restaurant,Basketball Court,Middle Eastern Restaurant,Grocery Store,Park,Pub,French Restaurant,Flea Market,Field,Frozen Yogurt Shop
Ultimo,"(-33.8794728, 151.1984346)",3.2031097248494325,"1,165,000",Park,Bus Station,Golf Course,Cafe,French Restaurant,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Peakhurst Heights,"(-33.9768872, 151.0544039)",20.196783656968986,"1,164,700",American Restaurant,Zoo Exhibit,Food Court,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market,Flower Shop
Sydenham,"(-33.9147428, 151.1661069)",8.11648306127344,"1,164,500",Department Store,Zoo Exhibit,Food Court,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market,Flower Shop
Patonga,"(-33.5514267, 151.2698864)",34.013629378380536,"1,157,800",Music Venue,Bus Station,Shopping Mall,Gym Pool,Gym,Zoo Exhibit,Food,Financial or Legal Service,Fish & Chips Shop,Fish Market
Marsfield,"(-33.7777956, 151.1032015)",13.524924427454872,"1,155,600",Cafe,Hotel,Pub,Australian Restaurant,Hotel Bar,Coffee Shop,Scenic Lookout,Bakery,Italian Restaurant,Cocktail Bar
Bundeena,"(-34.0845443, 151.1512348)",26.185063093086292,"1,153,400",Golf Course,Garden Center,Fast Food Restaurant,Deli / Bodega,Island,Intersection,Italian Restaurant,Field,Filipino Restaurant,Financial or Legal Service
Thornleigh,"(-33.7236616, 151.0809407)",19.212880715007483,"1,148,400",Moving Target,Zoo Exhibit,Food & Drink Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Sylvania,"(-34.0141205, 151.0988161)",20.749267559341078,"1,139,400",Shopping Mall,Fruit & Vegetable Store,Supermarket,Park,Fish & Chips Shop,Grocery Store,Fast Food Restaurant,Pizza Place,Thrift / Vintage Store,Convenience Store
Kareela,"(-34.0157553, 151.0812662)",21.792170406842928,"1,139,300",Fast Food Restaurant,Platform,Athletics & Sports,Supermarket,Sandwich Place,Farmers Market,Basketball Court,Train Station,Grocery Store,Coffee Shop
Barden Ridge,"(-34.0311727, 151.0105268)",27.29611140868485,"1,138,700",Home Service,Business Service,Zoo Exhibit,Food & Drink Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Miranda,"(-34.0335434, 151.1037193)",22.397158233054647,"1,132,600",Cafe,Department Store,Fast Food Restaurant,Sandwich Place,Juice Bar,Electronics Store,Gym,Bakery,Bar,Clothing Store
Bardwell Valley,"(-33.937452, 151.1304335)",12.137738166933728,"1,130,100",Cafe,Golf Course,Supermarket,Park,Gym,Bookstore,Liquor Store,Asian Restaurant,Paper / Office Supplies Store,Convenience Store
Parramatta,"(-33.806969699999996, 151.02136251722922)",18.82275617469045,"1,128,000",Park,Breakfast Spot,Seafood Restaurant,Grocery Store,Australian Restaurant,Pizza Place,Lebanese Restaurant,Beach,Burger Joint,Deli / Bodega
Hornsby Heights,"(-33.6589881, 151.098374)",24.32018836412663,"1,127,600",Rest Area,Seafood Restaurant,Financial or Legal Service,Restaurant,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Fish & Chips Shop,Fish Market
Baulkham Hills,"(-33.7611198, 150.9914041)",23.28567297936525,"1,127,400",Chinese Restaurant,Gas Station,Restaurant,Farmers Market,Pizza Place,Cafe,Supermarket,Hockey Field,Kids Store,Gym
Scotland Island,"(-33.6397464, 151.2911746)",24.839399131176748,"1,125,000",Cafe,Bakery,Pizza Place,Event Space,Train Station,Middle Eastern Restaurant,Gym,Sandwich Place,Exhibit,Paintball Field
Banksia,"(-33.9448646, 151.1402066)",12.227069725995008,"1,120,600",Cafe,Park,Bakery,Japanese Restaurant,Pub,Beach,Italian Restaurant,Wine Bar,Grocery Store,Liquor Store
Picnic Point,"(-33.9709556, 151.0072387)",23.244344104856786,"1,118,800",Fast Food Restaurant,Other Great Outdoors,Bakery,Train Station,Golf Course,Pizza Place,Zoo Exhibit,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Asquith,"(-33.6871935, 151.1110257)",21.001212123039764,"1,118,600",Fast Food Restaurant,Platform,Coffee Shop,Clothing Store,Gym,Supermarket,Grocery Store,Basketball Court,Thai Restaurant,Big Box Store
Lidcombe,"(-33.8630649, 151.0456771)",15.829674238453276,"1,107,800",Scenic Lookout,Bakery,Seafood Restaurant,Train Station,Supermarket,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Dundas Valley,"(-33.7936744, 151.0559069)",16.336712483833068,"1,103,000",Cafe,Coffee Shop,Thai Restaurant,Vietnamese Restaurant,Bar,Italian Restaurant,Asian Restaurant,Bakery,Playground,Supermarket
Pretty Beach,"(-33.5283078, 151.3476166)",38.20252079389707,"1,098,100",Australian Restaurant,Cafe,Board Shop,Convenience Store,Pizza Place,Video Store,Lake,Seafood Restaurant,Coffee Shop,Hotel
Mortdale,"(-33.9672997, 151.0721865)",18.266891919417404,"1,096,300",Home Service,Business Service,Shopping Mall,Liquor Store,Fast Food Restaurant,Zoo Exhibit,Flower Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Campsie,"(-33.9143894, 151.1032133)",12.385791961507385,"1,087,100",Pizza Place,Playground,Cafe,Park,Pub,Athletics & Sports,Bakery,Gym / Fitness Center,Train Station,Convenience Store
Caringbah,"(-34.0354477, 151.1248018)",21.7537567212597,"1,081,800",Cafe,Japanese Restaurant,Thai Restaurant,Gym,Park,Coffee Shop,Supermarket,Bakery,Pharmacy,Athletics & Sports
Westmead,"(-33.8076498, 150.9877265)",21.809395601427823,"1,075,300",Japanese Restaurant,Sandwich Place,Cafe,Fast Food Restaurant,Korean Restaurant,Hobby Shop,Badminton Court,History Museum,Shopping Mall,Vietnamese Restaurant
Woronora Heights,"(-34.034387, 151.027167)",26.51297756247622,"1,074,500",Cafe,Thai Restaurant,Bar,Pub,Ice Cream Shop,Pizza Place,Bakery,Australian Restaurant,Italian Restaurant,Cocktail Bar
Mount Colah,"(-33.6719686, 151.1145291)",22.37137968092064,"1,072,800",Asian Restaurant,Cafe,Basketball Court,Train Station,Grocery Store,Golf Course,Construction & Landscaping,Platform,Park,Food Court
Voyager Point,"(-33.9586149, 150.9738889)",25.215753818659483,"1,065,700",Cafe,Bus Station,Home Service,Lake,Indian Restaurant,Other Great Outdoors,Athletics & Sports,Zoo Exhibit,Food & Drink Shop,Financial or Legal Service
Peakhurst,"(-33.9616444, 151.0590667)",18.76918205418881,"1,044,000",Cafe,Australian Restaurant,Bakery,Italian Restaurant,Park,Thai Restaurant,Restaurant,Beach,Ice Cream Shop,Wine Bar
The Ponds,"(-33.7066667, 150.9091667)",32.864491413261995,"1,043,600",Gym,Cafe,Surf Spot,Paper / Office Supplies Store,Athletics & Sports,Electronics Store,Vegetarian / Vegan Restaurant,Coffee Shop,Park,Baseball Field
Kirrawee,"(-34.0344781, 151.0726428)",23.955926818660842,"1,040,700",Athletics & Sports,Italian Restaurant,Bakery,Thai Restaurant,Playground,Park,Zoo Exhibit,Field,Filipino Restaurant,Financial or Legal Service
Yarrawarrah,"(-34.056681, 151.0308884)",28.205810976134487,"1,039,000",Supermarket,Department Store,Fast Food Restaurant,Park,Bakery,Coffee Shop,Movie Theater,Sandwich Place,Golf Course,Electronics Store
Great Mackerel Beach,"(-33.591505, 151.2988852)",30.188485456692,"1,038,300",Department Store,Liquor Store,Butcher,Stadium,Soccer Field,Campground,Shopping Mall,Board Shop,Mobile Phone Shop,Fast Food Restaurant
Rouse Hill,"(-33.6774941, 150.9160933)",34.0740591444742,"1,033,100",Cafe,Park,Bus Station,Pet Store,Thai Restaurant,Rental Car Location,Dog Run,Gym,Flea Market,Filipino Restaurant
Berowra,"(-33.6264261, 151.1473881)",26.12838345075069,"1,026,000",Golf Course,Portuguese Restaurant,Convenience Store,Thai Restaurant,Gym / Fitness Center,Coffee Shop,Bookstore,Liquor Store,Shopping Mall,Asian Restaurant
Belmore,"(-33.9194073, 151.0878936)",13.884046393044764,"1,024,100",Cafe,Paper / Office Supplies Store,Fish & Chips Shop,Shopping Mall,Tennis Court,Grocery Store,Golf Course,Pizza Place,Deli / Bodega,Food Court
Warwick Farm,"(-33.915, 150.9344444)",26.929022330867404,"1,023,300",Indian Restaurant,Cafe,Korean Restaurant,Thai Restaurant,Gym,Japanese Restaurant,Platform,Steakhouse,Grocery Store,Supermarket
Heathcote,"(-34.0848266, 151.007392)",32.00349151847891,"1,020,100",Cafe,Park,Gym,Bar,Coffee Shop,Japanese Restaurant,Juice Bar,Bakery,Vietnamese Restaurant,Sandwich Place
Glenwood,"(-33.7331483, 150.928232)",29.909050428655853,"1,017,600",Business Service,Hockey Field,Pharmacy,Zoo Exhibit,Flower Shop,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Gymea,"(-34.0341447, 151.085653)",23.278350944359108,"1,012,300",Accessories Store,Baseball Field,Park,Rugby Pitch,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Bangor,"(-34.0155034, 151.0334872)",24.57315088335943,"1,010,100",Cafe,Grocery Store,BBQ Joint,Bakery,Italian Restaurant,Japanese Restaurant,Park,Trail,Bar,Liquor Store
Kellyville Ridge,"(-33.7025, 150.9186111)",32.349433475800446,"1,009,000",Gym,Furniture / Home Store,Coffee Shop,Food Truck,Steakhouse,Bowling Green,Shopping Mall,Grocery Store,Fast Food Restaurant,Farmers Market
Berowra Heights,"(-33.6095775, 151.1373221)",28.172426132833,"1,008,400",Cafe,Grocery Store,Beer Garden,Electronics Store,Hotel,Seafood Restaurant,Restaurant,Flower Shop,Filipino Restaurant,Financial or Legal Service
Jannali,"(-34.0163159, 151.0658096)",22.69109616585557,"1,006,900",Fast Food Restaurant,Cafe,Convenience Store,Department Store,Sandwich Place,High School,Grocery Store,Pharmacy,Electronics Store,Shopping Mall
Wentworthville,"(-33.8066667, 150.9677778)",23.630762317525953,"1,006,300",Cafe,Italian Restaurant,Supermarket,Bakery,Australian Restaurant,Gym,Grocery Store,Chinese Restaurant,French Restaurant,Flower Shop
Abbotsbury,"(-33.8692846, 150.8667029)",32.40356187945043,"1,003,000",Fast Food Restaurant,Pizza Place,Park,Soccer Field,Sandwich Place,Gym / Fitness Center,Gym,Electronics Store,Paper / Office Supplies Store,Supplement Shop
Menai,"(-34.014811, 151.0164823)",25.62758298023481,"999,900",Park,Fast Food Restaurant,Grocery Store,Health & Beauty Service,Bus Station,Gym,Chinese Restaurant,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Narwee,"(-33.9455556, 151.0694444)",16.917129636622345,"994,200",Scenic Lookout,Spa,Dog Run,Photography Studio,Park,Flea Market,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant
Loftus,"(-34.0434357, 151.0504559)",25.945973112379452,"993,700",Cafe,Bar,Italian Restaurant,Pub,Bakery,Australian Restaurant,Seafood Restaurant,Wine Bar,Japanese Restaurant,Cricket Ground
Mount Kuring-gai,"(-33.6530641, 151.1368864)",23.56087444015021,"986,200",Cafe,Sandwich Place,Fast Food Restaurant,Supermarket,Bowling Alley,Thai Restaurant,Fish & Chips Shop,Seafood Restaurant,Burger Joint,Dog Run
Turrella,"(-33.9302706, 151.1409234)",10.902364348383449,"982,800",Bus Stop,River,Women's Store,Cosmetics Shop,Cafe,Road,Zoo Exhibit,Flower Shop,Field,Filipino Restaurant
Winston Hills,"(-33.7761098, 150.9816606)",23.425588418725532,"982,000",Coffee Shop,Department Store,Cafe,Fast Food Restaurant,Supermarket,Golf Course,Dessert Shop,Sandwich Place,Thai Restaurant,Big Box Store
Cowan,"(-33.5888297, 151.1698568)",29.816907493932906,"978,300",Beach,Park,Cafe,Breakfast Spot,Coffee Shop,Restaurant,Boat or Ferry,Australian Restaurant,Golf Course,Surf Spot
Coasters Retreat,"(-33.6048099, 151.2988042)",28.761086230871854,"977,000",Pizza Place,Park,Sandwich Place,Fried Chicken Joint,Fast Food Restaurant,Train Station,Grocery Store,Asian Restaurant,Seafood Restaurant,Pub
Lilli Pilli,"(-34.0680729, 151.1159938)",25.41192898342781,"967,200",Fast Food Restaurant,Department Store,Pharmacy,Bus Station,Cafe,Shopping Mall,Thai Restaurant,Chinese Restaurant,Sandwich Place,Burger Joint
Holroyd,"(-33.8297155, 150.9974898)",20.4566016193098,"965,000",Cafe,Pizza Place,Park,Convenience Store,Sandwich Place,Thai Restaurant,Bakery,Gym,Grocery Store,Arts & Crafts Store
Elvina Bay,"(-33.6377531, 151.2802489)",24.791140102612342,"960,000",Seafood Restaurant,Beach,Beer Garden,River,Campground,Flower Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market
Roselands,"(-33.9339943, 151.0765121)",15.64263352944431,"957,800",Grocery Store,Italian Restaurant,Market,Exhibit,Shop & Service,Cafe,Supermarket,Gym,Tennis Court,Thai Restaurant
Sutherland,"(-34.0717253, 151.04927175696895)",28.594373887570683,"956,100",Park,Golf Course,Bakery,Cafe,Grocery Store,Deli / Bodega,Fountain,Flower Shop,Filipino Restaurant,Financial or Legal Service
Revesby Heights,"(-33.9683842, 151.0189891)",22.18498340678002,"953,600",Beach,Business Service,Cafe,Australian Restaurant,Zoo Exhibit,Food Court,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
Panania,"(-33.9532567, 150.9968874)",23.056824352516642,"953,500",Sandwich Place,Shopping Mall,Kebab Restaurant,Thai Restaurant,Gym,Supermarket,Cafe,Coffee Shop,Field,Filipino Restaurant
Engadine,"(-34.0650134, 151.0138225)",29.90619011971453,"948,200",Cafe,Thai Restaurant,Farmers Market,Campground,Gym,Chinese Restaurant,Grocery Store,Park,Train Station,Sushi Restaurant
North Parramatta,"(-33.7952747, 151.0116649)",20.07547950264337,"942,600",Cafe,Pizza Place,Train Station,Grocery Store,Bakery,Event Space,Fried Chicken Joint,Pool,Gas Station,Steakhouse
Bankstown,"(-33.9171897, 151.0335881)",18.27664754335343,"941,600",Cafe,Pub,Portuguese Restaurant,Thai Restaurant,Park,Pool,Convenience Store,Sushi Restaurant,Bar,Train Station
Padstow,"(-33.9487767, 151.030116)",20.14082238999412,"936,800",Beach,Sports Bar,Seafood Restaurant,Fish & Chips Shop,Cafe,Food,Filipino Restaurant,Financial or Legal Service,Fish Market,Fishing Spot
Northmead,"(-33.7844423, 150.9983289)",21.650037228374824,"929,700",Park,Burger Joint,Chinese Restaurant,Zoo Exhibit,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot
Padstow Heights,"(-33.9704029, 151.0330262)",21.26336455818005,"927,700",Park,Zoo Exhibit,Food,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Fishing Spot,Flea Market
MacQuarie Links,"(-33.9816667, 150.8733333)",34.709274182728954,"927,100",Park,Bus Station,Cosmetics Shop,Convenience Store,Optical Shop,Gym,Food,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
Revesby,"(-33.9436876, 151.0137191)",21.184910205162087,"925,800",Beach,Harbor / Marina,Japanese Restaurant,Indian Restaurant,Cafe,Sushi Restaurant,Trail,Park,Dive Bar,Dim Sum Restaurant
Shelly Beach,"(-34.064146199999996, 151.15546489014878)",23.89377268594348,"924,900",Cafe,Beach,Trail,Home Service,Harbor / Marina,Zoo Exhibit,Flower Shop,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop
